Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,month,day,hour,Usage_kWh_rolling_avg_3hr,Usage_kWh_lag_1hr
6.37,5.08,0.0,0.0,78.18,100.0,0,0,0,2,2,2,6.37,6.37
6.34,5.04,0.0,0.0,78.28,100.0,0,0,0,2,2,3,6.3599999999999755,6.37
6.37,5.58,0.0,0.0,75.22,100.0,0,0,0,2,2,3,6.3599999999999755,6.34
6.41,5.33,0.0,0.0,76.89,100.0,0,0,0,2,2,3,6.37333333333331,6.37
6.3,5.29,0.0,0.0,76.58,100.0,0,0,0,2,2,3,6.3599999999999755,6.41
6.37,5.4,0.0,0.0,76.28,100.0,0,0,0,2,2,4,6.3599999999999755,6.3
6.34,5.33,0.0,0.0,76.54,100.0,0,0,0,2,2,4,6.336666666666642,6.37
6.34,5.36,0.0,0.0,76.37,100.0,0,0,0,2,2,4,6.3499999999999766,6.34
6.48,5.94,0.0,0.0,73.72,100.0,0,0,0,2,2,4,6.386666666666643,6.34
6.37,5.36,0.0,0.0,76.52,100.0,0,0,0,2,2,5,6.3966666666666425,6.48
6.37,5.26,0.0,0.0,77.11,100.0,0,0,0,2,2,5,6.406666666666642,6.37
6.37,5.29,0.0,0.0,76.93,100.0,0,0,0,2,2,5,6.37,6.37
5.69,5.0,0.0,0.0,75.12,100.0,0,0,0,2,2,5,6.1433333333333096,6.37
4.68,4.68,0.0,0.0,70.71,100.0,0,0,0,2,2,6,5.579999999999976,5.69
4.28,4.46,0.0,0.0,69.24,100.0,0,0,0,2,2,6,4.88333333333331,4.68
4.25,4.75,0.0,0.0,66.68,100.0,0,0,0,2,2,6,4.40333333333331,4.28
4.28,4.39,0.0,0.0,69.81,100.0,0,0,0,2,2,6,4.269999999999977,4.25
4.32,4.39,0.0,0.0,70.14,100.0,0,0,0,2,2,7,4.28333333333331,4.28
4.18,4.72,0.0,0.0,66.3,100.0,0,0,0,2,2,7,4.259999999999977,4.32
5.26,5.04,0.0,0.0,72.2,100.0,0,0,0,2,2,7,4.586666666666642,4.18
7.81,4.97,0.0,0.0,84.37,100.0,0,0,0,2,2,7,5.749999999999976,5.26
8.86,3.67,0.04,0.0,92.39,100.0,0,0,0,2,2,8,7.3099999999999765,7.81
39.28,23.94,0.0,0.02,85.39,100.0,0,0,0,2,2,8,18.649999999999977,8.86
57.78,35.39,0.0,0.03,85.28,100.0,0,0,0,2,2,8,35.30666666666664,39.28
51.44,36.25,0.0,0.02,81.74,100.0,0,0,0,2,2,8,49.49999999999998,57.78
54.83,12.49,0.22,0.03,97.5,100.0,0,0,0,2,2,9,54.68333333333331,51.44
56.66,12.28,0.0,0.03,97.73,100.0,0,0,2,2,2,9,54.309999999999974,54.83
60.01,15.59,0.0,0.03,96.79,100.0,0,0,2,2,2,9,57.166666666666636,56.66
69.12,23.98,0.0,0.03,94.48,100.0,0,0,2,2,2,9,61.92999999999997,60.01
57.56,13.25,0.0,0.03,97.45,100.0,0,0,2,2,2,10,62.22999999999998,69.12
61.52,20.63,0.0,0.03,94.81,100.0,0,0,1,2,2,10,62.73333333333331,57.56
76.0,26.14,0.0,0.03,94.56,100.0,0,0,1,2,2,10,65.02666666666664,61.52
72.79,24.34,0.0,0.03,94.84,100.0,0,0,1,2,2,10,70.10333333333331,76.0
63.94,19.37,0.0,0.03,95.7,100.0,0,0,1,2,2,11,70.90999999999997,72.79
74.84,41.22,0.0,0.03,87.59,100.0,0,0,1,2,2,11,70.52333333333331,63.94
69.77,36.72,0.0,0.03,88.49,100.0,0,0,1,2,2,11,69.51666666666664,74.84
66.02,30.31,0.0,0.03,90.88,100.0,0,0,1,2,2,11,70.20999999999997,69.77
61.7,29.3,0.0,0.03,90.33,100.0,0,0,1,2,2,12,65.82999999999997,66.02
15.01,2.09,18.36,0.01,99.04,63.29,0,0,2,2,2,12,47.57666666666663,61.7
9.76,0.0,25.06,0.0,100.0,36.29,0,0,2,2,2,12,28.823333333333306,15.01
9.68,0.0,25.34,0.0,100.0,35.69,0,0,2,2,2,12,11.483333333333306,9.76
8.71,0.0,25.52,0.0,100.0,32.3,0,0,2,2,2,13,9.383333333333306,9.68
40.68,2.99,2.99,0.02,99.73,99.73,0,0,2,2,2,13,19.689999999999973,8.71
48.42,8.93,0.0,0.02,98.34,100.0,0,0,2,2,2,13,32.6033333333333,40.68
47.84,11.09,0.0,0.02,97.42,100.0,0,0,2,2,2,13,45.64666666666664,48.42
48.38,13.32,0.0,0.02,96.41,100.0,0,0,2,2,2,14,48.21333333333331,47.84
46.15,9.86,0.0,0.02,97.79,100.0,0,0,2,2,2,14,47.45666666666664,48.38
59.76,17.96,0.0,0.03,95.77,100.0,0,0,2,2,2,14,51.42999999999997,46.15
56.74,15.05,0.0,0.03,96.66,100.0,0,0,2,2,2,14,54.21666666666664,59.76
51.37,10.37,0.0,0.02,98.02,100.0,0,0,2,2,2,15,55.95666666666664,56.74
55.62,11.66,0.0,0.03,97.87,100.0,0,0,2,2,2,15,54.57666666666663,51.37
97.42,29.38,0.0,0.04,95.74,100.0,0,0,2,2,2,15,68.13666666666664,55.62
83.81,22.14,0.0,0.04,96.68,100.0,0,0,2,2,2,15,78.94999999999997,97.42
84.6,27.83,0.0,0.04,94.99,100.0,0,0,2,2,2,16,88.60999999999997,83.81
109.48,38.66,0.0,0.05,94.29,100.0,0,0,2,2,2,16,92.62999999999998,84.6
112.32,37.62,0.0,0.05,94.82,100.0,0,0,2,2,2,16,102.13333333333331,109.48
94.93,30.89,0.0,0.04,95.09,100.0,0,0,2,2,2,16,105.57666666666664,112.32
102.35,28.66,0.0,0.05,96.3,100.0,0,0,2,2,2,17,103.19999999999997,94.93
91.48,14.72,0.0,0.04,98.73,100.0,0,0,1,2,2,17,96.25333333333329,102.35
85.93,18.58,0.0,0.04,97.74,100.0,0,0,1,2,2,17,93.25333333333329,91.48
91.69,14.98,0.0,0.04,98.69,100.0,0,0,1,2,2,17,89.69999999999997,85.93
70.56,7.6,0.76,0.03,99.42,99.99,0,0,1,2,2,18,82.72666666666665,91.69
42.91,15.7,0.11,0.02,93.91,100.0,0,0,1,2,2,18,68.38666666666664,70.56
45.4,19.04,0.0,0.02,92.22,100.0,0,0,1,2,2,18,52.95666666666664,42.91
47.81,7.02,0.0,0.02,98.94,100.0,0,0,1,2,2,18,45.373333333333306,45.4
43.96,1.22,1.19,0.02,99.96,99.96,0,0,1,2,2,19,45.7233333333333,47.81
48.02,3.89,0.0,0.02,99.67,100.0,0,0,1,2,2,19,46.596666666666636,43.96
46.87,2.99,0.11,0.02,99.8,100.0,0,0,1,2,2,19,46.2833333333333,48.02
42.7,1.26,1.4,0.02,99.96,99.95,0,0,1,2,2,19,45.86333333333331,46.87
44.28,1.91,0.43,0.02,99.91,100.0,0,0,1,2,2,20,44.61666666666664,42.7
40.9,0.68,1.69,0.02,99.99,99.91,0,0,2,2,2,20,42.62666666666664,44.28
37.33,0.18,4.57,0.02,100.0,99.26,0,0,2,2,2,20,40.83666666666664,40.9
42.3,0.65,0.9,0.02,99.99,99.98,0,0,2,2,2,20,40.17666666666664,37.33
41.11,0.65,1.66,0.02,99.99,99.92,0,0,2,2,2,21,40.246666666666634,42.3
39.02,0.4,3.35,0.02,99.99,99.63,0,0,2,2,2,21,40.809999999999974,41.11
42.37,0.86,0.58,0.02,99.98,99.99,0,0,2,2,2,21,40.83333333333331,39.02
39.56,0.36,2.99,0.02,100.0,99.72,0,0,2,2,2,21,40.31666666666664,42.37
40.1,0.68,2.45,0.02,99.99,99.81,0,0,2,2,2,22,40.67666666666664,39.56
42.05,13.14,0.43,0.02,95.45,99.99,0,0,1,2,2,22,40.56999999999997,40.1
38.66,28.08,0.0,0.02,80.91,100.0,0,0,1,2,2,22,40.269999999999975,42.05
41.33,30.13,0.0,0.02,80.81,100.0,0,0,1,2,2,22,40.67999999999997,38.66
41.87,30.53,0.0,0.02,80.8,100.0,0,0,1,2,2,23,40.61999999999997,41.33
37.51,26.28,0.0,0.02,81.9,100.0,0,0,0,2,2,23,40.236666666666636,41.87
41.9,29.7,0.0,0.02,81.58,100.0,0,0,0,2,2,23,40.42666666666664,37.51
40.25,28.48,0.0,0.02,81.63,100.0,0,0,0,2,2,23,39.886666666666635,41.9
36.54,24.84,0.0,0.02,82.7,100.0,1,2,0,2,3,0,39.563333333333304,40.25
36.97,25.99,0.0,0.02,81.81,100.0,1,2,0,2,3,0,37.919999999999966,36.54
36.29,26.28,0.0,0.02,80.99,100.0,1,2,0,2,3,0,36.599999999999966,36.97
38.2,30.89,0.0,0.02,77.76,100.0,1,2,0,2,3,0,37.15333333333331,36.29
39.02,27.14,0.0,0.02,82.09,100.0,1,2,0,2,3,1,37.83666666666664,38.2
31.79,20.74,0.0,0.01,83.75,100.0,1,2,0,2,3,1,36.33666666666664,39.02
30.35,19.58,0.0,0.01,84.03,100.0,1,2,0,2,3,1,33.71999999999998,31.79
12.82,8.86,0.0,0.01,82.27,100.0,1,2,0,2,3,1,24.98666666666664,30.35
6.26,4.57,0.0,0.0,80.77,100.0,1,2,0,2,3,2,16.476666666666638,12.82
6.16,4.79,0.0,0.0,78.94,100.0,1,2,0,2,3,2,8.413333333333306,6.26
6.12,5.0,0.0,0.0,77.44,100.0,1,2,0,2,3,2,6.179999999999971,6.16
6.01,5.04,0.0,0.0,76.62,100.0,1,2,0,2,3,2,6.096666666666638,6.12
6.05,5.18,0.0,0.0,75.96,100.0,1,2,0,2,3,3,6.059999999999971,6.01
6.05,4.97,0.0,0.0,77.27,100.0,1,2,0,2,3,3,6.036666666666638,6.05
5.94,4.86,0.0,0.0,77.4,100.0,1,2,0,2,3,3,6.013333333333304,6.05
5.98,4.72,0.0,0.0,78.49,100.0,1,2,0,2,3,3,5.989999999999971,5.94
5.9,4.82,0.0,0.0,77.44,100.0,1,2,0,2,3,4,5.939999999999972,5.98
5.9,4.68,0.0,0.0,78.35,100.0,1,2,0,2,3,4,5.926666666666638,5.9
5.9,4.75,0.0,0.0,77.89,100.0,1,2,0,2,3,4,5.9,5.9
6.01,4.82,0.0,0.0,78.01,100.0,1,2,0,2,3,4,5.936666666666639,5.9
5.9,4.79,0.0,0.0,77.64,100.0,1,2,0,2,3,5,5.936666666666639,6.01
5.94,5.0,0.0,0.0,76.5,100.0,1,2,0,2,3,5,5.949999999999972,5.9
5.94,4.97,0.0,0.0,76.69,100.0,1,2,0,2,3,5,5.926666666666638,5.94
4.82,5.08,0.0,0.0,68.83,100.0,1,2,0,2,3,5,5.566666666666639,5.94
4.32,3.92,0.0,0.0,74.06,100.0,1,2,0,2,3,6,5.026666666666638,4.82
4.07,3.53,0.0,0.0,75.54,100.0,1,2,0,2,3,6,4.403333333333305,4.32
4.1,3.82,0.0,0.0,73.16,100.0,1,2,0,2,3,6,4.163333333333305,4.07
4.07,3.71,0.0,0.0,73.9,100.0,1,2,0,2,3,6,4.079999999999972,4.1
4.1,3.71,0.0,0.0,74.15,100.0,1,2,0,2,3,7,4.089999999999971,4.07
4.03,3.6,0.0,0.0,74.58,100.0,1,2,0,2,3,7,4.066666666666638,4.1
4.03,3.64,0.0,0.0,74.21,100.0,1,2,0,2,3,7,4.053333333333305,4.03
4.14,3.53,0.0,0.0,76.09,100.0,1,2,0,2,3,7,4.066666666666638,4.03
4.54,4.21,0.0,0.0,73.33,100.0,1,2,0,2,3,8,4.236666666666638,4.14
29.7,20.02,0.0,0.01,82.92,100.0,1,2,0,2,3,8,12.793333333333303,4.54
40.46,30.64,0.0,0.02,79.72,100.0,1,2,0,2,3,8,24.899999999999974,29.7
38.09,28.84,0.0,0.02,79.73,100.0,1,2,0,2,3,8,36.08333333333331,40.46
37.04,4.03,0.83,0.02,99.41,99.97,1,2,0,2,3,9,38.52999999999997,38.09
39.85,1.15,0.94,0.02,99.96,99.97,1,2,2,2,3,9,38.32666666666664,37.04
38.05,0.79,2.48,0.02,99.98,99.79,1,2,2,2,3,9,38.313333333333304,39.85
36.68,0.76,3.31,0.02,99.98,99.6,1,2,2,2,3,9,38.19333333333331,38.05
40.82,2.41,0.72,0.02,99.83,99.98,1,2,2,2,3,10,38.51666666666664,36.68
38.12,1.04,2.09,0.02,99.96,99.85,1,2,1,2,3,10,38.53999999999997,40.82
40.14,1.22,1.12,0.02,99.95,99.96,1,2,1,2,3,10,39.6933333333333,38.12
40.86,0.97,1.12,0.02,99.97,99.96,1,2,1,2,3,10,39.70666666666664,40.14
38.38,0.65,2.48,0.02,99.99,99.79,1,2,1,2,3,11,39.7933333333333,40.86
38.63,15.59,0.04,0.02,92.73,100.0,1,2,1,2,3,11,39.28999999999997,38.38
38.77,17.24,0.0,0.02,91.37,100.0,1,2,1,2,3,11,38.593333333333305,38.63
35.6,14.29,0.0,0.02,92.8,100.0,1,2,1,2,3,11,37.666666666666636,38.77
39.74,18.5,0.0,0.02,90.66,100.0,1,2,1,2,3,12,38.03666666666664,35.6
9.11,1.33,12.35,0.0,98.95,59.36,1,2,2,2,3,12,28.149999999999974,39.74
5.58,0.0,16.96,0.0,100.0,31.25,1,2,2,2,3,12,18.143333333333306,9.11
6.41,0.0,25.45,0.0,100.0,24.42,1,2,2,2,3,12,7.033333333333306,5.58
6.41,0.0,25.6,0.0,100.0,24.29,1,2,2,2,3,13,6.133333333333304,6.41
20.63,0.22,14.4,0.01,99.99,82.0,1,2,2,2,3,13,11.149999999999972,6.41
37.22,0.58,2.45,0.02,99.99,99.78,1,2,2,2,3,13,21.419999999999973,20.63
40.5,1.08,0.97,0.02,99.96,99.97,1,2,2,2,3,13,32.78333333333331,37.22
41.76,0.76,0.54,0.02,99.98,99.99,1,2,2,2,3,14,39.82666666666663,40.5
37.8,0.68,2.88,0.02,99.98,99.71,1,2,2,2,3,14,40.019999999999975,41.76
35.93,0.65,2.16,0.02,99.98,99.82,1,2,2,2,3,14,38.496666666666634,37.8
38.12,1.26,0.97,0.02,99.95,99.97,1,2,2,2,3,14,37.2833333333333,35.93
40.97,1.55,0.86,0.02,99.93,99.98,1,2,2,2,3,15,38.339999999999975,38.12
39.53,1.33,1.4,0.02,99.94,99.94,1,2,2,2,3,15,39.53999999999997,40.97
40.32,1.69,0.72,0.02,99.91,99.98,1,2,2,2,3,15,40.273333333333305,39.53
38.23,0.9,2.41,0.02,99.97,99.8,1,2,2,2,3,15,39.35999999999998,40.32
41.62,1.94,0.14,0.02,99.89,100.0,1,2,2,2,3,16,40.056666666666636,38.23
40.43,1.55,0.83,0.02,99.93,99.98,1,2,2,2,3,16,40.093333333333305,41.62
41.4,1.98,0.47,0.02,99.89,99.99,1,2,2,2,3,16,41.14999999999997,40.43
41.54,1.8,0.18,0.02,99.91,100.0,1,2,2,2,3,16,41.123333333333306,41.4
39.06,1.26,1.73,0.02,99.95,99.9,1,2,2,2,3,17,40.666666666666636,41.54
40.97,1.48,0.5,0.02,99.93,99.99,1,2,1,2,3,17,40.523333333333305,39.06
38.84,0.47,3.02,0.02,99.99,99.7,1,2,1,2,3,17,39.623333333333306,40.97
41.51,1.4,0.9,0.02,99.94,99.98,1,2,1,2,3,17,40.439999999999976,38.84
41.83,0.83,0.5,0.02,99.98,99.99,1,2,1,2,3,18,40.72666666666664,41.51
37.73,13.25,0.04,0.02,94.35,100.0,1,2,1,2,3,18,40.356666666666634,41.83
40.97,17.32,0.0,0.02,92.11,100.0,1,2,1,2,3,18,40.17666666666664,37.73
41.98,4.79,0.29,0.02,99.36,100.0,1,2,1,2,3,18,40.22666666666664,40.97
38.7,0.47,3.06,0.02,99.99,99.69,1,2,1,2,3,19,40.549999999999976,41.98
39.67,0.47,2.45,0.02,99.99,99.81,1,2,1,2,3,19,40.11666666666664,38.7
41.26,0.83,1.04,0.02,99.98,99.97,1,2,1,2,3,19,39.87666666666664,39.67
38.84,0.47,3.49,0.02,99.99,99.6,1,2,1,2,3,19,39.92333333333331,41.26
40.32,0.5,1.98,0.02,99.99,99.88,1,2,1,2,3,20,40.13999999999997,38.84
40.9,0.43,1.73,0.02,99.99,99.91,1,2,2,2,3,20,40.019999999999975,40.32
38.05,0.18,4.1,0.02,100.0,99.42,1,2,2,2,3,20,39.75666666666664,40.9
40.54,0.86,1.48,0.02,99.98,99.93,1,2,2,2,3,20,39.82999999999998,38.05
41.04,0.83,1.22,0.02,99.98,99.96,1,2,2,2,3,21,39.87666666666664,40.54
36.5,0.25,4.5,0.02,100.0,99.25,1,2,2,2,3,21,39.35999999999998,41.04
39.35,0.65,1.87,0.02,99.99,99.89,1,2,2,2,3,21,38.96333333333331,36.5
38.41,0.58,2.59,0.02,99.99,99.77,1,2,2,2,3,21,38.08666666666664,39.35
36.9,0.25,4.1,0.02,100.0,99.39,1,2,2,2,3,22,38.21999999999997,38.41
38.92,12.96,2.38,0.02,94.88,99.81,1,2,1,2,3,22,38.07666666666665,36.9
39.53,30.24,0.0,0.02,79.42,100.0,1,2,1,2,3,22,38.44999999999998,38.92
36.0,26.86,0.0,0.02,80.15,100.0,1,2,1,2,3,22,38.14999999999998,39.53
40.21,30.17,0.0,0.02,79.99,100.0,1,2,1,2,3,23,38.57999999999998,36.0
40.72,29.38,0.0,0.02,81.1,100.0,1,2,0,2,3,23,38.97666666666664,40.21
38.34,29.56,0.0,0.02,79.19,100.0,1,2,0,2,3,23,39.75666666666664,40.72
39.31,32.33,0.0,0.02,77.23,100.0,1,2,0,2,3,23,39.45666666666664,38.34
36.83,29.59,0.0,0.02,77.96,100.0,1,3,0,2,4,0,38.159999999999975,39.31
34.81,28.87,0.0,0.02,76.97,100.0,1,3,0,2,4,0,36.98333333333331,36.83
33.88,27.97,0.0,0.02,77.12,100.0,1,3,0,2,4,0,35.17333333333331,34.81
4.54,4.57,0.0,0.0,70.48,100.0,1,3,0,2,4,0,24.40999999999997,33.88
32.08,26.96,0.0,0.01,76.56,100.0,1,3,0,2,4,1,23.49999999999997,4.54
15.62,13.28,0.0,0.01,76.19,100.0,1,3,0,2,4,1,17.413333333333306,32.08
8.6,8.06,0.0,0.0,72.96,100.0,1,3,0,2,4,1,18.76666666666664,15.62
9.22,8.64,0.0,0.0,72.97,100.0,1,3,0,2,4,1,11.14666666666664,8.6
7.6,8.1,0.0,0.0,68.42,100.0,1,3,0,2,4,2,8.473333333333308,9.22
6.01,7.67,0.0,0.0,61.68,100.0,1,3,0,2,4,2,7.609999999999974,7.6
5.94,6.34,0.0,0.0,68.37,100.0,1,3,0,2,4,2,6.516666666666641,6.01
5.9,6.01,0.0,0.0,70.05,100.0,1,3,0,2,4,2,5.949999999999974,5.94
5.8,5.98,0.0,0.0,69.62,100.0,1,3,0,2,4,3,5.879999999999974,5.9
5.87,6.19,0.0,0.0,68.81,100.0,1,3,0,2,4,3,5.856666666666641,5.8
5.8,5.76,0.0,0.0,70.95,100.0,1,3,0,2,4,3,5.823333333333307,5.87
5.87,5.8,0.0,0.0,71.13,100.0,1,3,0,2,4,3,5.84666666666664,5.8
5.8,5.65,0.0,0.0,71.63,100.0,1,3,0,2,4,4,5.823333333333307,5.87
5.8,5.9,0.0,0.0,70.1,100.0,1,3,0,2,4,4,5.823333333333307,5.8
5.83,5.98,0.0,0.0,69.81,100.0,1,3,0,2,4,4,5.809999999999974,5.8
5.83,5.76,0.0,0.0,71.14,100.0,1,3,0,2,4,4,5.8199999999999745,5.83
5.83,5.58,0.0,0.0,72.24,100.0,1,3,0,2,4,5,5.83,5.83
5.8,5.62,0.0,0.0,71.82,100.0,1,3,0,2,4,5,5.8199999999999745,5.83
5.83,5.36,0.0,0.0,73.62,100.0,1,3,0,2,4,5,5.8199999999999745,5.8
5.83,5.72,0.0,0.0,71.38,100.0,1,3,0,2,4,5,5.8199999999999745,5.83
5.94,5.94,0.0,0.0,70.71,100.0,1,3,0,2,4,6,5.866666666666641,5.83
5.83,5.94,0.0,0.0,70.05,100.0,1,3,0,2,4,6,5.866666666666641,5.94
5.9,5.98,0.0,0.0,70.23,100.0,1,3,0,2,4,6,5.889999999999975,5.83
5.87,6.01,0.0,0.0,69.87,100.0,1,3,0,2,4,6,5.866666666666641,5.9
4.82,5.94,0.0,0.0,63.01,100.0,1,3,0,2,4,7,5.529999999999975,5.87
4.72,5.76,0.0,0.0,63.38,100.0,1,3,0,2,4,7,5.136666666666641,4.82
4.61,4.93,0.0,0.0,68.3,100.0,1,3,0,2,4,7,4.716666666666641,4.72
3.92,3.74,0.0,0.0,72.35,100.0,1,3,0,2,4,7,4.41666666666664,4.61
3.85,3.56,0.0,0.0,73.42,100.0,1,3,0,2,4,8,4.126666666666641,3.92
3.85,3.64,0.0,0.0,72.66,100.0,1,3,0,2,4,8,3.8733333333333078,3.85
4.68,5.11,0.0,0.0,67.54,100.0,1,3,0,2,4,8,4.12666666666664,3.85
4.61,5.0,0.36,0.0,67.79,99.7,1,3,0,2,4,8,4.379999999999974,4.68
4.07,0.0,13.54,0.0,100.0,28.79,1,3,0,2,4,9,4.453333333333307,4.61
4.18,0.0,17.32,0.0,100.0,23.46,1,3,0,2,4,9,4.28666666666664,4.07
4.75,0.0,21.56,0.0,100.0,21.52,1,3,0,2,4,9,4.333333333333307,4.18
6.19,0.0,26.17,0.0,100.0,23.02,1,3,0,2,4,9,5.039999999999974,4.75
5.08,0.0,22.1,0.0,100.0,22.4,1,3,0,2,4,10,5.339999999999974,6.19
4.21,0.0,17.06,0.0,100.0,23.96,1,3,0,2,4,10,5.159999999999974,5.08
4.39,0.0,19.04,0.0,100.0,22.47,1,3,0,2,4,10,4.559999999999974,4.21
5.08,0.0,26.24,0.0,100.0,19.01,1,3,0,2,4,10,4.559999999999974,4.39
4.64,0.0,21.92,0.0,100.0,20.71,1,3,0,2,4,11,4.703333333333307,5.08
4.03,0.0,6.05,0.0,100.0,55.44,1,3,0,2,4,11,4.583333333333307,4.64
4.07,0.0,5.15,0.0,100.0,62.0,1,3,0,2,4,11,4.246666666666641,4.03
4.82,0.0,7.78,0.0,100.0,52.67,1,3,0,2,4,11,4.306666666666641,4.07
4.57,0.0,6.73,0.0,100.0,56.18,1,3,0,2,4,12,4.486666666666641,4.82
4.21,0.0,13.03,0.0,100.0,30.75,1,3,0,2,4,12,4.5333333333333075,4.57
4.25,0.0,16.88,0.0,100.0,24.42,1,3,0,2,4,12,4.343333333333308,4.21
6.08,0.0,25.52,0.0,100.0,23.18,1,3,0,2,4,12,4.846666666666641,4.25
5.11,0.0,20.63,0.0,100.0,24.04,1,3,0,2,4,13,5.146666666666641,6.08
4.32,0.0,16.92,0.0,100.0,24.74,1,3,0,2,4,13,5.169999999999974,5.11
4.32,0.0,18.9,0.0,100.0,22.28,1,3,0,2,4,13,4.583333333333307,4.32
4.97,0.0,26.17,0.0,100.0,18.66,1,3,0,2,4,13,4.536666666666641,4.32
4.54,0.0,21.24,0.0,100.0,20.9,1,3,0,2,4,14,4.609999999999974,4.97
4.18,0.0,17.06,0.0,100.0,23.8,1,3,0,2,4,14,4.563333333333307,4.54
4.25,0.0,17.71,0.0,100.0,23.34,1,3,0,2,4,14,4.323333333333307,4.18
4.97,0.0,25.96,0.0,100.0,18.8,1,3,0,2,4,14,4.466666666666641,4.25
4.68,0.0,22.25,0.0,100.0,20.58,1,3,0,2,4,15,4.633333333333307,4.97
4.21,0.0,16.78,0.0,100.0,24.34,1,3,0,2,4,15,4.6199999999999735,4.68
4.86,0.0,22.57,0.0,100.0,21.05,1,3,0,2,4,15,4.583333333333307,4.21
5.83,0.0,25.85,0.0,100.0,22.0,1,3,0,2,4,15,4.966666666666641,4.86
4.68,0.0,22.25,0.0,100.0,20.58,1,3,0,2,4,16,5.123333333333307,5.83
4.18,0.0,16.88,0.0,100.0,24.04,1,3,0,2,4,16,4.896666666666641,4.68
4.18,0.0,16.96,0.0,100.0,23.93,1,3,0,2,4,16,4.34666666666664,4.18
5.0,0.0,24.98,0.0,100.0,19.63,1,3,0,2,4,16,4.453333333333307,4.18
4.79,0.0,23.18,0.0,100.0,20.24,1,3,0,2,4,17,4.6566666666666405,5.0
4.14,0.0,16.96,0.0,100.0,23.71,1,3,0,2,4,17,4.643333333333307,4.79
4.18,0.0,17.03,0.0,100.0,23.84,1,3,0,2,4,17,4.3699999999999735,4.14
4.82,0.0,24.84,0.0,100.0,19.05,1,3,0,2,4,17,4.379999999999974,4.18
4.86,0.0,24.44,0.0,100.0,19.5,1,3,0,2,4,18,4.6199999999999735,4.82
3.96,0.0,6.41,0.0,100.0,52.56,1,3,0,2,4,18,4.546666666666641,4.86
4.25,0.0,6.73,0.0,100.0,53.39,1,3,0,2,4,18,4.356666666666641,3.96
5.83,0.0,22.75,0.0,100.0,24.82,1,3,0,2,4,18,4.679999999999974,4.25
4.82,0.0,24.59,0.0,100.0,19.24,1,3,0,2,4,19,4.966666666666641,5.83
4.18,0.0,17.42,0.0,100.0,23.33,1,3,0,2,4,19,4.943333333333308,4.82
4.1,0.0,17.68,0.0,100.0,22.59,1,3,0,2,4,19,4.3666666666666405,4.18
4.75,0.0,24.59,0.0,100.0,18.97,1,3,0,2,4,19,4.343333333333307,4.1
4.86,0.0,25.34,0.0,100.0,18.84,1,3,0,2,4,20,4.5699999999999745,4.75
4.1,0.0,17.53,0.0,100.0,22.77,1,3,0,2,4,20,4.5699999999999745,4.86
4.18,0.0,17.53,0.0,100.0,23.19,1,3,0,2,4,20,4.379999999999974,4.1
4.75,0.0,24.26,0.0,100.0,19.21,1,3,0,2,4,20,4.343333333333308,4.18
4.9,0.0,25.74,0.0,100.0,18.7,1,3,0,2,4,21,4.609999999999974,4.75
4.1,0.0,17.57,0.0,100.0,22.72,1,3,0,2,4,21,4.583333333333307,4.9
5.04,0.0,26.28,0.0,100.0,18.83,1,3,0,2,4,21,4.679999999999974,4.1
5.51,0.0,26.71,0.0,100.0,20.2,1,3,0,2,4,21,4.883333333333307,5.04
4.86,0.0,25.42,0.0,100.0,18.78,1,3,0,2,4,22,5.136666666666641,5.51
4.0,1.3,10.26,0.0,95.1,36.32,1,3,0,2,4,22,4.789999999999974,4.86
3.82,3.67,0.0,0.0,72.11,100.0,1,3,0,2,4,22,4.226666666666641,4.0
4.46,5.0,0.0,0.0,66.57,100.0,1,3,0,2,4,22,4.093333333333308,3.82
4.57,4.9,0.0,0.0,68.21,100.0,1,3,0,2,4,23,4.2833333333333075,4.46
3.82,3.46,0.0,0.0,74.12,100.0,1,3,0,2,4,23,4.2833333333333075,4.57
3.74,3.38,0.0,0.0,74.19,100.0,1,3,0,2,4,23,4.043333333333307,3.82
4.43,4.46,0.0,0.0,70.47,100.0,1,3,0,2,4,23,3.996666666666641,3.74
3.82,3.71,0.0,0.0,71.74,100.0,0,1,0,2,5,0,3.996666666666641,4.43
3.82,3.82,0.0,0.0,70.71,100.0,0,1,0,2,5,0,4.023333333333308,3.82
4.57,5.11,0.0,0.0,66.66,100.0,0,1,0,2,5,0,4.0699999999999745,3.82
76.93,41.76,0.0,0.04,87.89,100.0,0,1,0,2,5,0,28.43999999999998,4.57
5.65,5.29,0.0,0.0,73.0,100.0,0,1,0,2,5,1,29.049999999999983,76.93
4.14,4.28,0.0,0.0,69.53,100.0,0,1,0,2,5,1,28.90666666666665,5.65
3.82,3.71,0.0,0.0,71.74,100.0,0,1,0,2,5,1,4.536666666666643,4.14
4.39,4.97,0.0,0.0,66.2,100.0,0,1,0,2,5,1,4.116666666666643,3.82
4.54,5.4,0.0,0.0,64.35,100.0,0,1,0,2,5,2,4.249999999999976,4.39
3.89,4.1,0.0,0.0,68.83,100.0,0,1,0,2,5,2,4.2733333333333094,4.54
3.78,3.67,0.0,0.0,71.75,100.0,0,1,0,2,5,2,4.069999999999976,3.89
