Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type,month,day,hour
3.71,4.36,0.0,0.0,64.81,100.0,0,0,2,3,16,23
3.71,4.28,0.0,0.0,65.5,100.0,0,0,0,3,16,23
3.71,4.1,0.0,0.0,67.1,100.0,0,0,0,3,16,23
3.64,3.96,0.0,0.0,67.67,100.0,0,0,0,3,16,23
3.6,3.89,0.0,0.0,67.92,100.0,0,0,0,3,16,0
3.64,3.92,0.0,0.0,68.05,100.0,1,2,0,3,17,0
3.71,4.18,0.0,0.0,66.38,100.0,1,2,0,3,17,0
3.74,4.36,0.0,0.0,65.11,100.0,1,2,0,3,17,0
3.67,4.25,0.0,0.0,65.36,100.0,1,2,0,3,17,1
3.71,4.28,0.0,0.0,65.5,100.0,1,2,0,3,17,1
3.67,4.39,0.0,0.0,64.14,100.0,1,2,0,3,17,1
3.74,4.46,0.0,0.0,64.25,100.0,1,2,0,3,17,1
3.71,4.39,0.0,0.0,64.55,100.0,1,2,0,3,17,2
3.31,3.53,0.0,0.0,68.4,100.0,1,2,0,3,17,2
3.06,3.06,0.0,0.0,70.71,100.0,1,2,0,3,17,2
3.06,3.17,0.0,0.0,69.45,100.0,1,2,0,3,17,2
3.13,3.17,0.0,0.0,70.26,100.0,1,2,0,3,17,3
3.13,3.28,0.0,0.0,69.04,100.0,1,2,0,3,17,3
3.06,3.2,0.0,0.0,69.11,100.0,1,2,0,3,17,3
3.1,3.13,0.0,0.0,70.37,100.0,1,2,0,3,17,3
3.06,3.2,0.0,0.0,69.11,100.0,1,2,0,3,17,4
3.17,3.28,0.0,0.0,69.49,100.0,1,2,0,3,17,4
3.1,3.2,0.0,0.0,69.58,100.0,1,2,0,3,17,4
3.1,3.24,0.0,0.0,69.13,100.0,1,2,0,3,17,4
3.06,3.2,0.0,0.0,69.11,100.0,1,2,0,3,17,5
3.13,3.35,0.0,0.0,68.27,100.0,1,2,0,3,17,5
3.17,3.35,0.0,0.0,68.73,100.0,1,2,0,3,17,5
3.13,3.28,0.0,0.0,69.04,100.0,1,2,0,3,17,5
3.28,3.64,0.0,0.0,66.94,100.0,1,2,0,3,17,6
3.56,4.1,0.0,0.0,65.56,100.0,1,2,0,3,17,6
3.1,3.49,0.0,0.0,66.41,100.0,1,2,0,3,17,6
3.17,3.67,0.0,0.0,65.37,100.0,1,2,0,3,17,6
3.06,3.53,0.0,0.0,65.5,100.0,1,2,0,3,17,7
3.06,3.42,0.0,0.0,66.68,100.0,1,2,0,3,17,7
3.06,3.28,0.0,0.0,68.22,100.0,1,2,0,3,17,7
3.17,3.56,0.0,0.0,66.5,100.0,1,2,0,3,17,7
3.49,3.6,0.0,0.0,69.61,100.0,1,2,0,3,17,8
39.82,27.43,0.0,0.02,82.35,100.0,1,2,0,3,17,8
90.65,50.94,0.0,0.04,87.18,100.0,1,2,0,3,17,8
83.09,47.95,0.0,0.04,86.61,100.0,1,2,0,3,17,8
83.84,23.87,0.04,0.04,96.18,100.0,1,2,0,3,17,9
96.7,23.11,0.22,0.04,97.26,100.0,1,2,2,3,17,9
65.92,12.85,1.26,0.03,98.15,99.98,1,2,2,3,17,9
93.78,21.71,0.25,0.04,97.42,100.0,1,2,2,3,17,9
55.84,7.88,3.13,0.03,99.02,99.84,1,2,2,3,17,10
27.4,0.0,11.23,0.01,100.0,92.53,1,2,1,3,17,10
26.03,0.0,12.56,0.01,100.0,90.06,1,2,1,3,17,10
25.96,0.0,12.74,0.01,100.0,89.77,1,2,1,3,17,10
25.96,0.0,12.67,0.01,100.0,89.87,1,2,1,3,17,11
25.7,4.25,0.9,0.01,98.66,99.94,1,2,1,3,17,11
26.82,5.9,0.0,0.01,97.66,100.0,1,2,1,3,17,11
27.18,7.16,0.0,0.01,96.7,100.0,1,2,1,3,17,11
34.24,8.78,0.0,0.02,96.87,100.0,1,2,1,3,17,12
22.25,4.86,17.86,0.01,97.7,77.98,1,2,2,3,17,12
4.64,0.0,26.46,0.0,100.0,17.27,1,2,2,3,17,12
3.85,0.0,17.35,0.0,100.0,21.66,1,2,2,3,17,12
3.85,0.0,17.35,0.0,100.0,21.66,1,2,2,3,17,13
17.39,0.0,13.61,0.01,100.0,78.75,1,2,1,3,17,13
27.86,0.29,7.49,0.01,99.99,96.57,1,2,1,3,17,13
29.7,0.07,5.87,0.01,100.0,98.1,1,2,1,3,17,13
33.37,0.5,3.46,0.02,99.99,99.47,1,2,1,3,17,14
33.44,0.43,3.89,0.02,99.99,99.33,1,2,1,3,17,14
62.93,6.77,1.87,0.03,99.43,99.96,1,2,1,3,17,14
79.6,12.17,0.76,0.04,98.85,100.0,1,2,1,3,17,14
69.59,8.71,1.15,0.03,99.23,99.99,1,2,1,3,17,15
81.97,13.0,0.36,0.04,98.77,100.0,1,2,1,3,17,15
83.74,12.85,0.5,0.04,98.84,100.0,1,2,1,3,17,15
85.86,12.78,0.22,0.04,98.91,100.0,1,2,1,3,17,15
57.71,5.76,1.55,0.03,99.51,99.96,1,2,1,3,17,16
71.89,9.4,1.08,0.03,99.16,99.99,1,2,1,3,17,16
57.67,5.65,1.91,0.03,99.52,99.95,1,2,1,3,17,16
92.99,16.38,0.0,0.04,98.48,100.0,1,2,1,3,17,16
50.65,5.0,5.18,0.02,99.52,99.48,1,2,1,3,17,17
3.96,0.0,21.89,0.0,100.0,17.8,1,2,2,3,17,17
4.21,0.0,26.42,0.0,100.0,15.74,1,2,2,3,17,17
4.03,0.0,26.57,0.0,100.0,15.0,1,2,2,3,17,17
4.03,0.0,26.5,0.0,100.0,15.03,1,2,2,3,17,18
3.85,0.0,9.97,0.0,100.0,36.02,1,2,2,3,17,18
3.78,0.0,8.28,0.0,100.0,41.53,1,2,2,3,17,18
3.96,0.0,21.78,0.0,100.0,17.89,1,2,2,3,17,18
4.03,0.0,26.64,0.0,100.0,14.96,1,2,2,3,17,19
4.03,0.0,26.6,0.0,100.0,14.98,1,2,2,3,17,19
4.07,0.0,26.57,0.0,100.0,15.14,1,2,2,3,17,19
4.0,0.0,26.64,0.0,100.0,14.85,1,2,2,3,17,19
4.0,0.0,26.64,0.0,100.0,14.85,1,2,2,3,17,20
4.03,0.0,26.75,0.0,100.0,14.9,1,2,2,3,17,20
4.03,0.0,26.57,0.0,100.0,15.0,1,2,2,3,17,20
4.03,0.0,26.6,0.0,100.0,14.98,1,2,2,3,17,20
4.0,0.0,26.6,0.0,100.0,14.87,1,2,2,3,17,21
4.0,0.0,26.68,0.0,100.0,14.83,1,2,2,3,17,21
4.03,0.0,26.71,0.0,100.0,14.92,1,2,2,3,17,21
4.03,0.0,26.75,0.0,100.0,14.9,1,2,2,3,17,21
3.89,0.0,25.6,0.0,100.0,15.02,1,2,2,3,17,22
3.17,1.26,9.97,0.0,92.93,30.3,1,2,2,3,17,22
3.06,3.53,0.0,0.0,65.5,100.0,1,2,2,3,17,22
3.1,3.49,0.0,0.0,66.41,100.0,1,2,2,3,17,22
3.06,3.38,0.0,0.0,67.11,100.0,1,2,2,3,17,23
2.99,3.02,0.0,0.0,70.36,100.0,1,2,0,3,17,23
2.95,2.84,0.0,0.0,72.04,100.0,1,2,0,3,17,23
2.99,2.92,0.0,0.0,71.54,100.0,1,2,0,3,17,23
3.06,2.92,0.0,0.0,72.35,100.0,1,2,0,3,17,0
2.99,3.02,0.0,0.0,70.36,100.0,1,3,0,3,18,0
2.99,3.13,0.0,0.0,69.08,100.0,1,3,0,3,18,0
3.02,3.17,0.0,0.0,68.98,100.0,1,3,0,3,18,0
3.13,3.31,0.0,0.0,68.71,100.0,1,3,0,3,18,1
3.71,4.5,0.0,0.0,63.61,100.0,1,3,0,3,18,1
3.06,3.38,0.0,0.0,67.11,100.0,1,3,0,3,18,1
3.06,3.35,0.0,0.0,67.44,100.0,1,3,0,3,18,1
3.1,3.6,0.0,0.0,65.25,100.0,1,3,0,3,18,2
3.02,3.35,0.0,0.0,66.96,100.0,1,3,0,3,18,2
3.06,3.13,0.0,0.0,69.91,100.0,1,3,0,3,18,2
3.02,3.24,0.0,0.0,68.18,100.0,1,3,0,3,18,2
3.06,3.28,0.0,0.0,68.22,100.0,1,3,0,3,18,3
3.02,3.35,0.0,0.0,66.96,100.0,1,3,0,3,18,3
3.02,3.28,0.0,0.0,67.73,100.0,1,3,0,3,18,3
3.1,3.13,0.0,0.0,70.37,100.0,1,3,0,3,18,3
3.02,3.13,0.0,0.0,69.43,100.0,1,3,0,3,18,4
3.46,4.07,0.0,0.0,64.77,100.0,1,3,0,3,18,4
3.35,3.85,0.0,0.0,65.64,100.0,1,3,0,3,18,4
3.06,3.13,0.0,0.0,69.91,100.0,1,3,0,3,18,4
3.06,3.1,0.0,0.0,70.25,100.0,1,3,0,3,18,5
3.06,3.13,0.0,0.0,69.91,100.0,1,3,0,3,18,5
3.02,3.06,0.0,0.0,70.24,100.0,1,3,0,3,18,5
3.02,3.17,0.0,0.0,68.98,100.0,1,3,0,3,18,5
2.99,3.02,0.0,0.0,70.36,100.0,1,3,0,3,18,6
3.06,3.02,0.0,0.0,71.17,100.0,1,3,0,3,18,6
2.99,3.1,0.0,0.0,69.42,100.0,1,3,0,3,18,6
2.95,3.24,0.0,0.0,67.32,100.0,1,3,0,3,18,6
2.99,3.38,0.0,0.0,66.26,100.0,1,3,0,3,18,7
3.53,4.18,0.0,0.0,64.52,100.0,1,3,0,3,18,7
3.1,3.28,0.0,0.0,68.69,100.0,1,3,0,3,18,7
2.99,3.28,0.0,0.0,67.37,100.0,1,3,0,3,18,7
2.99,3.31,0.0,0.0,67.03,100.0,1,3,0,3,18,8
2.95,3.31,0.0,0.0,66.53,100.0,1,3,0,3,18,8
2.99,3.28,0.0,0.0,67.37,100.0,1,3,0,3,18,8
3.1,3.31,0.11,0.0,68.36,99.94,1,3,0,3,18,8
3.17,0.0,13.75,0.0,100.0,22.47,1,3,0,3,18,9
3.17,0.0,17.96,0.0,100.0,17.38,1,3,0,3,18,9
3.2,0.0,18.0,0.0,100.0,17.5,1,3,0,3,18,9
3.17,0.0,18.0,0.0,100.0,17.34,1,3,0,3,18,9
3.74,0.0,24.73,0.0,100.0,14.95,1,3,0,3,18,10
3.49,0.0,22.1,0.0,100.0,15.6,1,3,0,3,18,10
3.17,0.0,17.96,0.0,100.0,17.38,1,3,0,3,18,10
3.17,0.0,18.0,0.0,100.0,17.34,1,3,0,3,18,10
3.13,0.0,18.07,0.0,100.0,17.07,1,3,0,3,18,11
3.06,0.0,6.98,0.0,100.0,40.15,1,3,0,3,18,11
3.02,0.0,6.26,0.0,100.0,43.45,1,3,0,3,18,11
3.06,0.0,6.16,0.0,100.0,44.49,1,3,0,3,18,11
3.02,0.0,6.19,0.0,100.0,43.85,1,3,0,3,18,12
3.17,0.0,14.0,0.0,100.0,22.08,1,3,0,3,18,12
3.2,0.0,17.78,0.0,100.0,17.71,1,3,0,3,18,12
3.24,0.0,17.78,0.0,100.0,17.93,1,3,0,3,18,12
3.17,0.0,17.82,0.0,100.0,17.51,1,3,0,3,18,13
3.85,0.0,27.11,0.0,100.0,14.06,1,3,0,3,18,13
3.49,0.0,22.36,0.0,100.0,15.42,1,3,0,3,18,13
3.24,0.0,17.78,0.0,100.0,17.93,1,3,0,3,18,14
3.17,0.0,17.78,0.0,100.0,17.55,1,3,0,3,18,14
3.2,0.0,17.75,0.0,100.0,17.74,1,3,0,3,18,14
3.24,0.0,17.68,0.0,100.0,18.03,1,3,0,3,18,15
3.24,0.0,17.75,0.0,100.0,17.96,1,3,0,3,18,15
3.2,0.0,17.78,0.0,100.0,17.71,1,3,0,3,18,15
3.13,0.0,17.82,0.0,100.0,17.3,1,3,0,3,18,16
3.17,0.0,17.86,0.0,100.0,17.48,1,3,0,3,18,16
3.17,0.0,17.78,0.0,100.0,17.55,1,3,0,3,18,16
3.28,0.0,17.82,0.0,100.0,18.1,1,3,0,3,18,16
3.13,0.0,17.86,0.0,100.0,17.26,1,3,0,3,18,17
3.46,0.0,21.2,0.0,100.0,16.11,1,3,0,3,18,17
3.89,0.0,27.04,0.0,100.0,14.24,1,3,0,3,18,17
3.24,0.0,18.18,0.0,100.0,17.55,1,3,0,3,18,17
3.2,0.0,17.71,0.0,100.0,17.78,1,3,0,3,18,18
3.1,0.0,6.91,0.0,100.0,40.93,1,3,0,3,18,18
3.1,0.0,5.44,0.0,100.0,49.51,1,3,0,3,18,18
3.31,0.0,14.22,0.0,100.0,22.67,1,3,0,3,18,18
3.31,0.0,17.42,0.0,100.0,18.67,1,3,0,3,18,19
3.42,0.0,17.39,0.0,100.0,19.3,1,3,0,3,18,19
3.35,0.0,17.42,0.0,100.0,18.88,1,3,0,3,18,19
3.31,0.0,17.53,0.0,100.0,18.55,1,3,0,3,18,20
3.28,0.0,17.5,0.0,100.0,18.42,1,3,0,3,18,20
3.35,0.0,17.39,0.0,100.0,18.92,1,3,0,3,18,20
3.42,0.0,17.35,0.0,100.0,19.34,1,3,0,3,18,20
3.31,0.0,17.5,0.0,100.0,18.58,1,3,0,3,18,21
3.74,0.0,22.97,0.0,100.0,16.07,1,3,0,3,18,21
3.6,0.0,20.7,0.0,100.0,17.13,1,3,0,3,18,21
3.35,0.0,17.42,0.0,100.0,18.88,1,3,0,3,18,21
3.35,0.0,17.5,0.0,100.0,18.8,1,3,0,3,18,22
3.24,1.3,10.12,0.0,92.81,30.49,1,3,0,3,18,22
3.1,3.74,0.0,0.0,63.82,100.0,1,3,0,3,18,22
3.06,3.67,0.0,0.0,64.04,100.0,1,3,0,3,18,22
3.02,3.53,0.0,0.0,65.01,100.0,1,3,0,3,18,23
3.02,3.2,0.0,0.0,68.64,100.0,1,3,0,3,18,23
3.06,3.28,0.0,0.0,68.22,100.0,1,3,0,3,18,23
3.06,3.42,0.0,0.0,66.68,100.0,1,3,0,3,18,23
3.28,3.92,0.0,0.0,64.17,100.0,1,3,0,3,18,0
3.49,4.46,0.0,0.0,61.63,100.0,0,1,0,3,19,0
3.06,3.64,0.0,0.0,64.35,100.0,0,1,0,3,19,0
3.17,3.78,0.0,0.0,64.26,100.0,0,1,0,3,19,0
3.1,3.74,0.0,0.0,63.82,100.0,0,1,0,3,19,1
3.06,3.71,0.0,0.0,63.63,100.0,0,1,0,3,19,1
3.06,3.82,0.0,0.0,62.52,100.0,0,1,0,3,19,1
3.1,3.71,0.0,0.0,64.12,100.0,0,1,0,3,19,1
3.13,3.74,0.0,0.0,64.18,100.0,0,1,0,3,19,2
3.1,3.82,0.0,0.0,63.01,100.0,0,1,0,3,19,2
3.06,3.74,0.0,0.0,63.32,100.0,0,1,0,3,19,2
3.1,3.74,0.0,0.0,63.82,100.0,0,1,0,3,19,2
3.1,3.71,0.0,0.0,64.12,100.0,0,1,0,3,19,3
3.46,4.57,0.0,0.0,60.36,100.0,0,1,0,3,19,3
3.56,4.39,0.0,0.0,62.99,100.0,0,1,0,3,19,3
3.1,3.64,0.0,0.0,64.84,100.0,0,1,0,3,19,3
3.06,3.6,0.0,0.0,64.76,100.0,0,1,0,3,19,4
3.06,3.56,0.0,0.0,65.18,100.0,0,1,0,3,19,4
3.1,3.6,0.0,0.0,65.25,100.0,0,1,0,3,19,4
3.1,3.53,0.0,0.0,65.99,100.0,0,1,0,3,19,5
3.06,3.56,0.0,0.0,65.18,100.0,0,1,0,3,19,5
3.06,3.53,0.0,0.0,65.5,100.0,0,1,0,3,19,5
3.06,3.49,0.0,0.0,65.93,100.0,0,1,0,3,19,5
3.06,3.46,0.0,0.0,66.25,100.0,0,1,0,3,19,6
3.06,3.35,0.0,0.0,67.44,100.0,0,1,0,3,19,6
2.99,3.42,0.0,0.0,65.82,100.0,0,1,0,3,19,6
2.99,3.35,0.0,0.0,66.59,100.0,0,1,0,3,19,7
3.6,4.0,0.0,0.0,66.9,100.0,0,1,0,3,19,7
4.75,4.57,0.0,0.0,72.06,100.0,0,1,0,3,19,7
4.14,3.78,0.0,0.0,73.85,100.0,0,1,0,3,19,7
3.82,2.92,0.0,0.0,79.45,100.0,0,1,0,3,19,8
7.52,6.23,0.0,0.0,77.01,100.0,0,1,0,3,19,8
90.68,59.18,0.0,0.04,83.74,100.0,0,1,0,3,19,8
122.8,74.34,0.0,0.06,85.55,100.0,0,1,0,3,19,8
95.04,48.82,0.0,0.04,88.95,100.0,0,1,0,3,19,9
119.3,44.35,0.0,0.05,93.73,100.0,0,1,2,3,19,9
86.4,35.28,0.0,0.04,92.58,100.0,0,1,2,3,19,9
116.71,52.52,0.0,0.05,91.19,100.0,0,1,2,3,19,9
87.41,31.57,0.0,0.04,94.05,100.0,0,1,1,3,19,10
113.58,38.12,0.0,0.05,94.8,100.0,0,1,1,3,19,10
57.6,21.53,0.0,0.03,93.67,100.0,0,1,1,3,19,10
66.28,35.1,0.0,0.03,88.37,100.0,0,1,1,3,19,11
69.41,50.08,0.0,0.03,81.1,100.0,0,1,1,3,19,11
62.24,45.54,0.0,0.03,80.7,100.0,0,1,1,3,19,11
55.69,40.93,0.0,0.03,80.58,100.0,0,1,1,3,19,11
60.12,45.65,0.0,0.03,79.64,100.0,0,1,1,3,19,12
19.33,8.06,17.42,0.01,92.3,74.29,0,1,2,3,19,12
6.37,0.0,26.1,0.0,100.0,23.71,0,1,2,3,19,12
6.48,0.0,25.96,0.0,100.0,24.22,0,1,2,3,19,12
6.12,0.0,26.03,0.0,100.0,22.89,0,1,2,3,19,13
47.34,12.53,3.96,0.02,96.67,99.65,0,1,1,3,19,13
56.12,18.36,0.0,0.03,95.04,100.0,0,1,1,3,19,13
58.39,19.8,0.0,0.03,94.7,100.0,0,1,1,3,19,13
64.3,31.36,0.0,0.03,89.88,100.0,0,1,1,3,19,14
56.45,26.86,0.0,0.03,90.3,100.0,0,1,1,3,19,14
57.96,27.97,0.0,0.03,90.06,100.0,0,1,1,3,19,14
64.73,33.95,0.0,0.03,88.56,100.0,0,1,1,3,19,14
56.41,26.53,0.0,0.03,90.49,100.0,0,1,1,3,19,15
49.14,16.88,0.0,0.02,94.58,100.0,0,1,1,3,19,15
49.5,18.04,0.0,0.02,93.95,100.0,0,1,1,3,19,15
55.01,22.39,0.0,0.03,92.62,100.0,0,1,1,3,19,15
65.77,32.08,0.0,0.03,89.88,100.0,0,1,1,3,19,16
54.36,22.25,0.0,0.02,92.55,100.0,0,1,1,3,19,16
58.46,26.86,0.0,0.03,90.87,100.0,0,1,1,3,19,16
69.52,34.06,0.0,0.03,89.8,100.0,0,1,1,3,19,16
66.64,32.15,0.0,0.03,90.07,100.0,0,1,1,3,19,17
57.17,26.82,0.0,0.03,90.53,100.0,0,1,2,3,19,17
54.97,23.69,0.14,0.03,91.83,100.0,0,1,2,3,19,17
29.84,0.04,11.05,0.01,100.0,93.78,0,1,2,3,19,17
29.99,0.0,11.81,0.01,100.0,93.05,0,1,2,3,19,18
39.46,19.69,0.83,0.02,89.48,99.98,0,1,2,3,19,18
46.66,31.07,0.0,0.02,83.24,100.0,0,1,2,3,19,18
47.12,18.86,0.0,0.02,92.84,100.0,0,1,2,3,19,18
48.06,14.26,0.0,0.02,95.87,100.0,0,1,2,3,19,19
42.59,8.24,0.04,0.02,98.18,100.0,0,1,2,3,19,19
48.1,15.12,0.0,0.02,95.4,100.0,0,1,2,3,19,19
48.46,14.22,0.0,0.02,95.95,100.0,0,1,2,3,19,19
48.67,14.94,0.0,0.02,95.6,100.0,0,1,2,3,19,20
49.18,15.41,0.0,0.02,95.43,100.0,0,1,2,3,19,20
39.28,6.26,0.04,0.02,98.75,100.0,0,1,2,3,19,20
33.7,1.26,5.04,0.02,99.93,98.9,0,1,2,3,19,20
23.83,0.0,14.44,0.01,100.0,85.52,0,1,2,3,19,21
4.57,0.0,25.67,0.0,100.0,17.53,0,1,2,3,19,21
4.25,0.0,25.85,0.0,100.0,16.22,0,1,2,3,19,21
4.21,0.0,25.81,0.0,100.0,16.1,0,1,2,3,19,21
4.28,0.0,25.7,0.0,100.0,16.43,0,1,2,3,19,22
4.0,1.73,14.94,0.0,91.78,25.86,0,1,2,3,19,22
3.74,4.68,0.0,0.0,62.43,100.0,0,1,2,3,19,22
3.71,4.57,0.0,0.0,63.03,100.0,0,1,2,3,19,22
3.74,5.04,0.0,0.0,59.59,100.0,0,1,2,3,19,23
3.67,4.64,0.0,0.0,62.04,100.0,0,1,0,3,19,23
3.6,4.21,0.0,0.0,64.99,100.0,0,1,0,3,19,23
3.67,4.39,0.0,0.0,64.14,100.0,0,1,0,3,19,23
3.64,4.36,0.0,0.0,64.09,100.0,0,1,0,3,19,0
3.64,4.57,0.0,0.0,62.3,100.0,0,5,0,3,20,0
3.67,4.64,0.0,0.0,62.04,100.0,0,5,0,3,20,0
3.64,4.28,0.0,0.0,64.79,100.0,0,5,0,3,20,0
3.71,4.25,0.0,0.0,65.76,100.0,0,5,0,3,20,1
3.64,4.46,0.0,0.0,63.23,100.0,0,5,0,3,20,1
3.71,4.9,0.0,0.0,60.36,100.0,0,5,0,3,20,1
3.2,4.18,0.0,0.0,60.79,100.0,0,5,0,3,20,1
3.1,3.82,0.0,0.0,63.01,100.0,0,5,0,3,20,2
3.17,3.82,0.0,0.0,63.86,100.0,0,5,0,3,20,2
3.1,3.89,0.0,0.0,62.32,100.0,0,5,0,3,20,2
3.1,3.64,0.0,0.0,64.84,100.0,0,5,0,3,20,2
3.1,3.74,0.0,0.0,63.82,100.0,0,5,0,3,20,3
3.06,3.64,0.0,0.0,64.35,100.0,0,5,0,3,20,3
3.1,3.64,0.0,0.0,64.84,100.0,0,5,0,3,20,3
3.1,3.64,0.0,0.0,64.84,100.0,0,5,0,3,20,4
3.24,3.82,0.0,0.0,64.68,100.0,0,5,0,3,20,4
3.56,4.21,0.0,0.0,64.57,100.0,0,5,0,3,20,4
3.06,3.56,0.0,0.0,65.18,100.0,0,5,0,3,20,4
3.13,3.49,0.0,0.0,66.77,100.0,0,5,0,3,20,5
3.1,3.49,0.0,0.0,66.41,100.0,0,5,0,3,20,5
3.06,3.49,0.0,0.0,65.93,100.0,0,5,0,3,20,5
3.06,3.46,0.0,0.0,66.25,100.0,0,5,0,3,20,5
3.1,3.49,0.0,0.0,66.41,100.0,0,5,0,3,20,6
3.1,3.46,0.0,0.0,66.73,100.0,0,5,0,3,20,6
3.06,3.71,0.0,0.0,63.63,100.0,0,5,0,3,20,6
2.99,3.6,0.0,0.0,63.89,100.0,0,5,0,3,20,6
3.02,3.53,0.0,0.0,65.01,100.0,0,5,0,3,20,7
3.06,3.56,0.0,0.0,65.18,100.0,0,5,0,3,20,7
3.85,4.61,0.0,0.0,64.1,100.0,0,5,0,3,20,7
4.46,4.86,0.0,0.0,67.61,100.0,0,5,0,3,20,7
4.61,4.1,0.0,0.0,74.72,100.0,0,5,0,3,20,8
35.82,28.4,0.0,0.02,78.36,100.0,0,5,0,3,20,8
63.32,49.57,0.0,0.03,78.74,100.0,0,5,0,3,20,8
60.66,53.14,0.0,0.03,75.22,100.0,0,5,0,3,20,8
77.15,39.89,0.0,0.04,88.83,100.0,0,5,0,3,20,9
65.84,25.13,0.0,0.03,93.43,100.0,0,5,2,3,20,9
68.51,30.53,0.0,0.03,91.34,100.0,0,5,2,3,20,9
73.12,31.07,0.0,0.03,92.04,100.0,0,5,2,3,20,9
54.14,18.86,0.0,0.02,94.43,100.0,0,5,2,3,20,10
48.31,13.5,0.0,0.02,96.31,100.0,0,5,1,3,20,10
59.0,20.2,0.0,0.03,94.61,100.0,0,5,1,3,20,10
56.34,17.39,0.0,0.03,95.55,100.0,0,5,1,3,20,10
62.71,25.96,0.0,0.03,92.4,100.0,0,5,1,3,20,11
56.48,37.84,0.0,0.03,83.08,100.0,0,5,1,3,20,11
51.3,37.73,0.0,0.02,80.56,100.0,0,5,1,3,20,11
63.86,45.43,0.0,0.03,81.48,100.0,0,5,1,3,20,11
81.83,55.94,0.0,0.04,82.55,100.0,0,5,1,3,20,12
12.78,3.53,18.36,0.01,96.39,57.13,0,5,2,3,20,12
5.36,0.0,26.53,0.0,100.0,19.8,0,5,2,3,20,12
5.44,0.0,26.24,0.0,100.0,20.3,0,5,2,3,20,12
5.58,0.0,26.39,0.0,100.0,20.69,0,5,2,3,20,13
56.48,15.55,7.49,0.03,96.41,99.13,0,5,1,3,20,13
111.56,39.92,0.0,0.05,94.15,100.0,0,5,1,3,20,13
83.59,33.88,0.0,0.04,92.68,100.0,0,5,1,3,20,13
49.54,16.7,0.0,0.02,94.76,100.0,0,5,1,3,20,14
54.83,21.02,0.0,0.03,93.37,100.0,0,5,1,3,20,14
60.16,26.39,0.0,0.03,91.58,100.0,0,5,1,3,20,14
55.37,18.43,0.0,0.03,94.88,100.0,0,5,1,3,20,14
60.08,26.42,0.0,0.03,91.54,100.0,0,5,1,3,20,15
65.12,30.28,0.0,0.03,90.68,100.0,0,5,1,3,20,15
59.47,28.26,0.0,0.03,90.32,100.0,0,5,1,3,20,15
57.1,24.08,0.0,0.03,92.14,100.0,0,5,1,3,20,15
68.04,30.49,0.0,0.03,91.26,100.0,0,5,1,3,20,16
56.95,24.41,0.0,0.03,91.91,100.0,0,5,1,3,20,16
49.43,18.83,0.0,0.02,93.45,100.0,0,5,1,3,20,16
73.22,36.83,0.0,0.03,89.34,100.0,0,5,1,3,20,16
64.15,29.59,0.0,0.03,90.81,100.0,0,5,1,3,20,17
54.83,21.67,0.0,0.03,93.0,100.0,0,5,2,3,20,17
68.62,30.74,0.0,0.03,91.26,100.0,0,5,2,3,20,17
37.33,2.84,4.32,0.02,99.71,99.34,0,5,2,3,20,17
30.49,0.0,9.94,0.01,100.0,95.08,0,5,2,3,20,18
36.5,12.89,0.72,0.02,94.29,99.98,0,5,2,3,20,18
42.44,19.91,0.0,0.02,90.53,100.0,0,5,2,3,20,18
41.29,6.8,0.94,0.02,98.67,99.97,0,5,2,3,20,18
40.28,2.3,1.12,0.02,99.84,99.96,0,5,2,3,20,19
43.13,3.02,0.04,0.02,99.76,100.0,0,5,2,3,20,19
40.32,2.12,1.12,0.02,99.86,99.96,0,5,2,3,20,19
40.97,2.3,0.4,0.02,99.84,100.0,0,5,2,3,20,19
36.36,1.01,2.45,0.02,99.96,99.77,0,5,2,3,20,20
40.5,2.27,0.32,0.02,99.84,100.0,0,5,2,3,20,20
36.43,1.04,2.38,0.02,99.96,99.79,0,5,2,3,20,20
39.64,1.48,0.68,0.02,99.93,99.99,0,5,2,3,20,20
33.84,0.72,4.43,0.02,99.98,99.15,0,5,2,3,20,21
4.86,0.0,26.17,0.0,100.0,18.26,0,5,2,3,20,21
4.57,0.0,26.21,0.0,100.0,17.18,0,5,2,3,20,21
4.36,0.0,26.21,0.0,100.0,16.41,0,5,2,3,20,21
4.39,0.0,26.24,0.0,100.0,16.5,0,5,2,3,20,22
4.28,1.98,14.9,0.0,90.76,27.61,0,5,2,3,20,22
4.0,5.51,0.0,0.0,58.75,100.0,0,5,2,3,20,22
3.92,5.15,0.0,0.0,60.57,100.0,0,5,2,3,20,22
3.92,4.82,0.0,0.0,63.1,100.0,0,5,2,3,20,23
3.85,4.43,0.0,0.0,65.6,100.0,0,5,0,3,20,23
3.92,4.18,0.0,0.0,68.41,100.0,0,5,0,3,20,23
3.85,4.39,0.0,0.0,65.94,100.0,0,5,0,3,20,23
3.89,4.46,0.0,0.0,65.73,100.0,0,5,0,3,20,0
3.85,4.43,0.0,0.0,65.6,100.0,0,6,0,3,21,0
3.92,4.64,0.0,0.0,64.54,100.0,0,6,0,3,21,0
3.96,4.75,0.0,0.0,64.03,100.0,0,6,0,3,21,0
3.96,4.82,0.0,0.0,63.48,100.0,0,6,0,3,21,1
